"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"2/22/2000","-85.9375","38.2480010986328","274","11.899","6.678","0.23345946","4.74660406479847","0.707439153438525","2.606114412",
"2/23/2000","-85.9375","38.2480010986328","274","18.378","8.76999999999998","0.295257204","5.33056148199028","0.625328261292502","14.96868336",
"2/24/2000","-85.9375","38.2480010986328","274","16.127","11.237","6.68792736","6.92207731481445","0.879914545252608","3.02979276",
"2/25/2000","-85.9375","38.2480010986328","274","22.607","14.254","0.3364559712","4.95229007962884","0.761708339019867","15.02398062",
"2/26/2000","-85.9375","38.2480010986328","274","19.287","15.263","0.473785344","6.57168018575272","0.702932144540216","3.7096884",
"2/27/2000","-85.9375","38.2480010986328","274","13.786","4.52600000000001","8.8851924","5.043574302324","0.796059701717645","15.6467241",
"2/28/2000","-85.9375","38.2480010986328","274","14.002","1.947","0","2.00791458842719","0.603227861708267","17.805825",
"2/29/2000","-85.9375","38.2480010986328","274","18.744","4.214","0","4.11025217500405","0.571946669880945","17.68730508",
"3/1/2000","-85.9375","38.2480010986328","274","14.846","5.33499999999998","1.2153631464","6.26626616294891","0.711591927728033","7.48361268",
"3/2/2000","-85.9375","38.2480010986328","274","11.007","2.81700000000001","0","3.59008037231583","0.692410470977164","17.9200674",
"3/3/2000","-85.9375","38.2480010986328","274","5.64100000000002","1.35000000000002","0.944137512","3.15004098675942","0.735935764928462","4.35217536",
"3/4/2000","-85.9375","38.2480010986328","274","12.576","-0.00900000000001455","0","3.1550849514254","0.612198505146525","18.88081488",
"3/5/2000","-85.9375","38.2480010986328","274","17.791","2.863","0","2.58409568051939","0.595074911497903","18.4471866",
"3/6/2000","-85.9375","38.2480010986328","274","20.027","3.291","0","1.8683815066006","0.570707537115011","19.15689888",
"3/7/2000","-85.9375","38.2480010986328","274","25.074","9.50200000000001","0","3.36530637630837","0.497553453199736","18.24592752",
"3/8/2000","-85.9375","38.2480010986328","274","24.968","12.685","0","5.22002050382256","0.504191178277136","18.7780536",
"3/9/2000","-85.9375","38.2480010986328","274","20.562","8.56200000000001","0.0171661464","6.7825423886274","0.538296259865262","19.288854",
"3/10/2000","-85.9375","38.2480010986328","274","16.221","3.483","0","3.35776915895623","0.570767630881983","19.1780964",
"3/11/2000","-85.9375","38.2480010986328","274","6.36900000000003","-1.22199999999998","10.0181583","5.4363842274814","0.784042546328655","2.0476692",
"3/12/2000","-85.9375","38.2480010986328","274","7.315","-4.16500000000002","0.25405884","3.55435558901063","0.660408543993603","20.67980472",
"3/13/2000","-85.9375","38.2480010986328","274","11.21","-1.92599999999999","0.0480651984","2.33264240820309","0.546407223267765","12.84636924",
"3/14/2000","-85.9375","38.2480010986328","274","17.194","2.59300000000002","0","2.49235875931448","0.567466755618205","19.920708",
"3/15/2000","-85.9375","38.2480010986328","274","21.42","8.243","0","4.825978482825","0.540092339297364","19.4477616",
"3/16/2000","-85.9375","38.2480010986328","274","14.881","2.096","29.513744748","4.19598487846449","0.89576875651747","1.15188786",
"3/17/2000","-85.9375","38.2480010986328","274","7.33199999999999","-1.92200000000003","0.042915348","5.01049339175556","0.617103550246967","21.83872752",
"3/18/2000","-85.9375","38.2480010986328","274","13.68","-1.697","0.0411987024","3.76588697928687","0.62784965641669","19.570167",
"3/19/2000","-85.9375","38.2480010986328","274","11.136","7.67399999999998","26.24702076","4.88105742071557","0.943817658152652","1.4306067",
"3/20/2000","-85.9375","38.2480010986328","274","12.532","4.56599999999997","5.4759987","4.27425661487521","0.852165167778838","12.7100844",
"3/21/2000","-85.9375","38.2480010986328","274","14.947","2.58300000000003","0","1.65487782834342","0.785880179855081","20.5436853",
"3/22/2000","-85.9375","38.2480010986328","274","17.326","5.25400000000002","0","2.54551246873848","0.777502293662572","21.63611268",
"3/23/2000","-85.9375","38.2480010986328","274","19.864","6.42599999999999","0","3.12319822151949","0.776676614927288","21.94132608",
"3/24/2000","-85.9375","38.2480010986328","274","24.502","10.198","0.384521364","4.66734882983171","0.709924752105393","21.27599298",
"3/25/2000","-85.9375","38.2480010986328","274","21.305","12.041","0.161361648","4.0378968960473","0.629348826668269","18.42075054",
"3/26/2000","-85.9375","38.2480010986328","274","21.5","6.60199999999998","0","2.30540412452925","0.438850993058323","23.0153598",
"3/27/2000","-85.9375","38.2480010986328","274","14.154","8.06999999999999","11.250687096","4.95632170711497","0.615227902586486","22.6624536",
"3/28/2000","-85.9375","38.2480010986328","274","9.10599999999999","3.45699999999999","1.424789352","5.81384099991173","0.644159404470442","15.92251965",
"3/29/2000","-85.9375","38.2480010986328","274","16.564","-0.670000000000016","0.024032592","1.2837311817998","0.606257327818006","21.83906025",
"3/30/2000","-85.9375","38.2480010986328","274","15.693","6.09399999999999","0.0446319648","2.75481270730168","0.582144363297544","21.44604393",
"3/31/2000","-85.9375","38.2480010986328","274","17.752","2.46499999999998","0","2.50789797013434","0.515708318831658","24.44231745",
"4/1/2000","-85.9375","38.2480010986328","274","23.472","3.16399999999999","0.46176948","2.37220983891811","0.573697027463527","19.4738625",
"4/2/2000","-85.9375","38.2480010986328","274","18.098","14.561","14.378357736","3.84175143258715","0.905005403745998","5.70127365",
"4/3/2000","-85.9375","38.2480010986328","274","15.806","9.05200000000002","16.2357318","2.86740411367973","0.939119234266449","2.29663134",
"4/4/2000","-85.9375","38.2480010986328","274","8.29399999999998","2.35300000000001","1.0900499904","5.7126267192629","0.615883343291722","19.61020755",
"4/5/2000","-85.9375","38.2480010986328","274","15.278","0.613","0","4.99826032455216","0.478510895906926","19.340940132",
"4/6/2000","-85.9375","38.2480010986328","274","21.953","12.085","0","4.97933951683266","0.515459179486532","22.892961582",
"4/7/2000","-85.9375","38.2480010986328","274","19.326","11.656","9.25254846","4.95527341303572","0.806532281435187","6.876346032",
"4/8/2000","-85.9375","38.2480010986328","274","14.283","0.500999999999976","4.291532964","6.73556933022115","0.748003571197325","12.148031016",
"4/9/2000","-85.9375","38.2480010986328","274","15.441","-3.368","0","4.44286239913208","0.62284660486345","25.6185018",
"4/10/2000","-85.9375","38.2480010986328","274","20.368","3.96899999999999","0","2.37691846691127","0.589221308503445","23.110763832",
"4/11/2000","-85.9375","38.2480010986328","274","14.264","6.56299999999999","3.507041232","3.97188667316512","0.78615724463811","3.32443062",
"4/12/2000","-85.9375","38.2480010986328","274","12.976","0.62299999999999","0","3.33926204185513","0.645397224759345","25.353444186",
"4/13/2000","-85.9375","38.2480010986328","274","18.326","3.25700000000001","0","3.3533704172553","0.586089704172427","25.058307618",
"4/14/2000","-85.9375","38.2480010986328","274","18.449","7.44099999999997","0.3261570552","2.10322603515566","0.875644096435465","9.056474838",
"4/15/2000","-85.9375","38.2480010986328","274","23.274","9.971","0.041198724","2.03760313365623","0.81237048481144","15.69965985",
"4/16/2000","-85.9375","38.2480010986328","274","23.979","11.072","0.3450393504","2.56429204359544","0.744663903801925","24.375374082",
"4/17/2000","-85.9375","38.2480010986328","274","14.764","7.65300000000002","4.943845296","4.36398758787468","0.928243737666449","4.45770252",
"4/18/2000","-85.9375","38.2480010986328","274","18.442","7.50799999999998","0.4325867568","2.67727883315151","0.787788460068164","21.868429356",
"4/19/2000","-85.9375","38.2480010986328","274","24.268","6.83199999999999","0","3.24638926114511","0.670328094290828","26.579193768",
"4/20/2000","-85.9375","38.2480010986328","274","26.713","11.876","4.8974958","6.43212846340323","0.655590725055631","14.9141313",
"4/21/2000","-85.9375","38.2480010986328","274","11.177","6.476","3.0469902264","6.12130261286796","0.765848849022407","3.09217473",
"4/22/2000","-85.9375","38.2480010986328","274","18.445","3.767","0.1029968928","3.45365085413974","0.637994440226174","27.604400868",
"4/23/2000","-85.9375","38.2480010986328","274","20.715","3.48399999999998","0","2.34335344819418","0.538075500485264","18.1704375",
"4/24/2000","-85.9375","38.2480010986328","274","11.482","9.303","9.0499842504","4.35798159341708","0.82343801228567","4.415122422",
"4/25/2000","-85.9375","38.2480010986328","274","20.478","7.31200000000001","0.11844648","4.27097041745972","0.615093014222918","27.787217472",
"4/26/2000","-85.9375","38.2480010986328","274","18.968","4.76999999999998","0","2.50231305571401","0.566438727467216","28.353379716",
"4/27/2000","-85.9375","38.2480010986328","274","20.992","5.81099999999998","0.1218795624","2.44673817011971","0.520238972796932","20.865498786",
"4/28/2000","-85.9375","38.2480010986328","274","21.292","6.512","0.020599344","2.9152826576835","0.546518156007802","27.964515654",
"4/29/2000","-85.9375","38.2480010986328","274","22.525","4.44799999999998","0.305557236","1.51374729429862","0.58495597977062","20.460766212",
"4/30/2000","-85.9375","38.2480010986328","274","25.994","5.88499999999999","0","1.7557234311629","0.497828023735346","28.790372916",
"5/1/2000","-85.9375","38.2480010986328","274","23.347","10.534","3.36799602","3.45416248083602","0.634105486259716","7.866173124",
"5/2/2000","-85.9375","38.2480010986328","274","24.217","12.583","2.19039876","3.47054230216848","0.629379974712373","28.11875634",
"5/3/2000","-85.9375","38.2480010986328","274","28.893","12.213","2.12860062","2.7511025585709","0.660645790801887","18.745483032",
"5/4/2000","-85.9375","38.2480010986328","274","25.804","15.912","6.6158361648","2.89580269051851","0.843241684240149","24.448775688",
"5/5/2000","-85.9375","38.2480010986328","274","29.431","16.209","0.075531024","3.03957660736849","0.707429498830813","20.015774172",
"5/6/2000","-85.9375","38.2480010986328","274","30.183","16.043","0","3.08531583941507","0.636290753956991","20.571522192",
"5/7/2000","-85.9375","38.2480010986328","274","29.826","18.681","0.0137329056","3.85009495286982","0.56040975806562","19.723606632",
"5/8/2000","-85.9375","38.2480010986328","274","29.958","20.967","0.0308990592","5.48485670716892","0.538101623677154","23.782499838",
"5/9/2000","-85.9375","38.2480010986328","274","30.631","18.514","0.48408606","5.87785000924202","0.565767784781495","24.184356948",
"5/10/2000","-85.9375","38.2480010986328","274","23.897","8.29700000000003","3.0040713792","3.234894569334","0.654688380309732","26.462200248",
"5/11/2000","-85.9375","38.2480010986328","274","31.008","9","0","4.4406309105964","0.517963750647513","28.622529756",
"5/12/2000","-85.9375","38.2480010986328","274","31.698","21.616","0","5.41962265860764","0.562699855069451","27.975489768",
"5/13/2000","-85.9375","38.2480010986328","274","24.799","10.803","9.575271756","4.50508945941619","0.59285731527997","23.709207888",
"5/14/2000","-85.9375","38.2480010986328","274","19.514","5.45499999999998","0","2.77398569344786","0.47178173352204","30.315539304",
"5/15/2000","-85.9375","38.2480010986328","274","24.014","3.15899999999999","0","2.08399105920042","0.454871349948046","29.975517648",
"5/16/2000","-85.9375","38.2480010986328","274","26.32","7.02699999999999","0","3.37416739610957","0.424259447120664","29.609489952",
"5/17/2000","-85.9375","38.2480010986328","274","26.122","15.001","1.654814772","4.20826688297767","0.640506079428764","15.350679",
"5/18/2000","-85.9375","38.2480010986328","274","30.41","21.761","0.096130368","6.13215312103472","0.454173959798896","25.871232132",
"5/19/2000","-85.9375","38.2480010986328","274","26.265","14.528","5.60303172","3.42065436548941","0.718005770569795","9.720957132",
"5/20/2000","-85.9375","38.2480010986328","274","19.932","8.20699999999999","0.0926971344","1.9332894655239","0.728932095463098","17.233479",
"5/21/2000","-85.9375","38.2480010986328","274","23.446","3.94499999999999","0.01373292","1.34465059160594","0.673071958535244","30.02889186",
"5/22/2000","-85.9375","38.2480010986328","274","27.427","6.96199999999999","0.171661248","2.17116442976245","0.541033766384323","23.415579432",
"5/23/2000","-85.9375","38.2480010986328","274","28.54","15.86","0.985336164","3.59404850775341","0.642145378129446","14.363212248",
"5/24/2000","-85.9375","38.2480010986328","274","33.639","18.223","0","3.11599016630447","0.539159845989306","29.11319082",
"5/25/2000","-85.9375","38.2480010986328","274","26.76","10.09","1.4196380904","2.79281759793332","0.496713760610322","22.905113472",
"5/26/2000","-85.9375","38.2480010986328","274","26.484","8.02100000000002","1.2874603464","2.17411713549386","0.524295952856882","15.45525144",
"5/27/2000","-85.9375","38.2480010986328","274","30.25","15.709","2.533722948","3.96073007901986","0.786880477492219","20.316655188",
"5/28/2000","-85.9375","38.2480010986328","274","23.304","15.312","4.8854823768","4.38477470116265","0.76204472777306","13.790696004",
"5/29/2000","-85.9375","38.2480010986328","274","25.485","13.531","0.614547288","3.15132071651912","0.685896004859615","23.763425688",
"5/30/2000","-85.9375","38.2480010986328","274","28.23","11.118","0","2.2512366284213","0.63229446716504","29.737234872",
"5/31/2000","-85.9375","38.2480010986328","274","32.467","16.262","0","2.94790685660506","0.530530943872644","29.719519632",
"6/1/2000","-85.9375","38.2480010986328","274","33.346","16.046","0","2.72899210278409","0.512936041375677","29.780716932",
"6/2/2000","-85.9375","38.2480010986328","274","33.513","19.407","0","3.86887629918462","0.518657662021345","16.858523592",
"6/3/2000","-85.9375","38.2480010986328","274","26.062","14.186","0.0171661464","3.3304421542303","0.464911627241652","31.115810268",
"6/4/2000","-85.9375","38.2480010986328","274","30.74","11.05","0","1.25460611166543","0.557207581671788","29.84146452",
"6/5/2000","-85.9375","38.2480010986328","274","26.391","12.564","1.272010644","4.05416752050059","0.659012979177291","20.024097552",
"6/6/2000","-85.9375","38.2480010986328","274","22.894","10.632","0.123596208","4.226600143855","0.488734598913651","31.223239992",
"6/7/2000","-85.9375","38.2480010986328","274","27.686","4.61900000000003","0","1.51134701956275","0.49224044024695","31.27122432",
"6/8/2000","-85.9375","38.2480010986328","274","30.384","10.967","0","3.28400153678282","0.393613702270651","30.48906636",
"6/9/2000","-85.9375","38.2480010986328","274","32.699","16.749","0","3.06659337942322","0.450571869024624","30.71711538",
"6/10/2000","-85.9375","38.2480010986328","274","34.379","19.403","0","3.5517705753085","0.462237650385828","29.42089488",
"6/11/2000","-85.9375","38.2480010986328","274","35.078","21.354","0","2.82434309593141","0.509594128393307","26.52536682",
"6/12/2000","-85.9375","38.2480010986328","274","35.026","19.429","0","3.04352976812821","0.505329985293815","24.280081992",
"6/13/2000","-85.9375","38.2480010986328","274","34.898","24.407","0.034332264","3.48344145344686","0.43063393297621","18.10568556",
"6/14/2000","-85.9375","38.2480010986328","274","30.677","23.295","0","5.17143708512082","0.509197669084305","20.73014676",
"6/15/2000","-85.9375","38.2480010986328","274","28.874","18.246","3.02810706","3.77485566288786","0.733394575316292","19.482637032",
"6/16/2000","-85.9375","38.2480010986328","274","26.086","22.196","8.1745171272","4.72560599596377","0.832938346409095","9.40359744",
"6/17/2000","-85.9375","38.2480010986328","274","27.233","21.612","15.90099408","2.44752711897404","0.893576089847236","20.719398348",
"6/18/2000","-85.9375","38.2480010986328","274","21.935","17.77","18.7437077064","2.97119279946353","0.958028716726576","4.31482212",
"6/19/2000","-85.9375","38.2480010986328","274","29.654","16.748","0.181961064","2.10795505067093","0.745742235366512","22.984993908",
"6/20/2000","-85.9375","38.2480010986328","274","31.01","18.519","3.858949692","3.44077188230956","0.785167848978201","21.57884964",
"6/21/2000","-85.9375","38.2480010986328","274","27.063","19.511","1.294325784","4.21670466223184","0.753100905367449","17.06793948",
"6/22/2000","-85.9375","38.2480010986328","274","32.077","15.854","0","3.66768220756281","0.537132348865707","30.6617103",
"6/23/2000","-85.9375","38.2480010986328","274","34.289","17.725","0","2.49659580132094","0.461629123589909","29.84484456",
"6/24/2000","-85.9375","38.2480010986328","274","33.244","22.814","0","4.21267009558541","0.422950817485891","18.33592518",
"6/25/2000","-85.9375","38.2480010986328","274","31.775","17.669","0.262642032","2.76446391841032","0.604472924163308","21.5773353",
"6/26/2000","-85.9375","38.2480010986328","274","34.126","16.646","0.3759382728","3.01650606145531","0.633016202690822","26.194276836",
"6/27/2000","-85.9375","38.2480010986328","274","25.084","14.321","8.155633464","1.18065598675114","0.864789002561786","7.739270748",
"6/28/2000","-85.9375","38.2480010986328","274","30.152","14.128","0","1.91327402520004","0.609332429916039","18.986626152",
"6/29/2000","-85.9375","38.2480010986328","274","27.811","12.788","0","2.52783892624143","0.53138718264289","30.3076674",
"6/30/2000","-85.9375","38.2480010986328","274","30.182","12.921","0","1.78214987733402","0.550839399911839","28.90142082",
"7/1/2000","-85.9375","38.2480010986328","274","32.562","13.66","0","1.41256108360457","0.518562694084776","30.282858432",
"7/2/2000","-85.9375","38.2480010986328","274","31.286","15.319","1.472854392","3.05245778935071","0.547749179948383","21.19325454",
"7/3/2000","-85.9375","38.2480010986328","274","34.491","20.009","2.66418468","3.91166266228316","0.573658068902608","26.4720897",
"7/4/2000","-85.9375","38.2480010986328","274","30.558","20.778","15.33965436","2.59587997783469","0.820283734829418","26.618619456",
"7/5/2000","-85.9375","38.2480010986328","274","29.679","21.999","2.18181798","2.19242257504393","0.77997382690896","11.75545476",
"7/6/2000","-85.9375","38.2480010986328","274","33.728","19.471","1.054859184","2.11377344815051","0.71863278680447","28.89927918",
"7/7/2000","-85.9375","38.2480010986328","274","30.385","17.859","0","3.51132219974622","0.524105503916411","30.21435522",
"7/8/2000","-85.9375","38.2480010986328","274","34.055","14.51","0","1.65122805420903","0.504870758582104","30.03097626",
"7/9/2000","-85.9375","38.2480010986328","274","35.539","14.519","0","2.49093111665639","0.483179459527098","29.33988876",
"7/10/2000","-85.9375","38.2480010986328","274","36.229","21.365","0","3.07919014569792","0.471095744268089","24.515040528",
"7/11/2000","-85.9375","38.2480010986328","274","36.534","22.53","1.40590836","1.91435455024582","0.5903434709675","25.297700364",
"7/12/2000","-85.9375","38.2480010986328","274","34.817","21.16","1.117515492","1.46434166788391","0.714167073691291","25.03445598",
"7/13/2000","-85.9375","38.2480010986328","274","33.747","20.134","0","2.10047813367773","0.60778184957749","27.9174942",
"7/14/2000","-85.9375","38.2480010986328","274","34.477","14.631","0","3.3087714862153","0.503995799171405","29.62710045",
"7/15/2000","-85.9375","38.2480010986328","274","31.569","18.059","0","2.92009822998619","0.499326041981796","29.22806304",
"7/16/2000","-85.9375","38.2480010986328","274","30.421","14.684","0","2.57879264397304","0.544905102539961","29.66247864",
"7/17/2000","-85.9375","38.2480010986328","274","32.785","14.616","0","1.58818877154259","0.496544540404022","28.739079",
"7/18/2000","-85.9375","38.2480010986328","274","33.737","18.948","0","1.63839395707176","0.503751111842559","26.70683202",
"7/19/2000","-85.9375","38.2480010986328","274","27.837","20.438","6.2192927232","2.38580271695658","0.728311297338807","21.0602799",
"7/20/2000","-85.9375","38.2480010986328","274","30.336","15.278","0.0034332264","1.69860354219301","0.584164221099989","28.643959728",
"7/21/2000","-85.9375","38.2480010986328","274","29.173","13.631","0","2.48442719374417","0.500173496797083","28.168477812",
"7/22/2000","-85.9375","38.2480010986328","274","28.48","13.799","0","2.34241469178376","0.442621463473148","28.64091924",
"7/23/2000","-85.9375","38.2480010986328","274","28.668","14.055","0","2.18385056487571","0.46071208250479","24.32846862",
"7/24/2000","-85.9375","38.2480010986328","274","28.969","13.959","0","2.74820361734983","0.429533794553553","29.51442576",
"7/25/2000","-85.9375","38.2480010986328","274","33.508","14.285","0","1.72893375079725","0.524092363863437","28.7669826",
"7/26/2000","-85.9375","38.2480010986328","274","32.946","13.413","0","1.64256507494044","0.540576350510869","28.632263472",
"7/27/2000","-85.9375","38.2480010986328","274","32.553","12.553","0","1.45043006921535","0.47727073456816","22.013946108",
"7/28/2000","-85.9375","38.2480010986328","274","32.293","16.692","0.80337546","2.25400903328388","0.504537206704593","17.366732928",
"7/29/2000","-85.9375","38.2480010986328","274","24.716","18.373","6.537727692","1.6076040425735","0.861415560672133","4.6121049",
"7/30/2000","-85.9375","38.2480010986328","274","25.184","18.299","3.741357636","2.95685251521797","0.863171464322438","8.072889804",
"7/31/2000","-85.9375","38.2480010986328","274","28.169","17.447","7.8311911104","2.18097164239543","0.89719857396215","19.713431304",
"8/1/2000","-85.9375","38.2480010986328","274","31.944","16.212","0","1.66260520481952","0.65099780396383","27.596428056",
"8/2/2000","-85.9375","38.2480010986328","274","33.272","17.608","0","2.1565592452095","0.55028088892757","27.465295248",
"8/3/2000","-85.9375","38.2480010986328","274","32.492","17.088","0.52356708","2.37824148436908","0.542856447167505","27.14827374",
"8/4/2000","-85.9375","38.2480010986328","274","31.496","15.615","0","2.18291306527976","0.530532077620004","27.184330224",
"8/5/2000","-85.9375","38.2480010986328","274","32.91","13.889","0","2.08090554969485","0.44954529656868","27.1240371",
"8/6/2000","-85.9375","38.2480010986328","274","37.484","26.113","0","5.14502224304436","0.404513500163478","24.170569452",
"8/7/2000","-85.9375","38.2480010986328","274","36.246","21.056","0","3.92203045715253","0.420031498778809","20.405367288",
"8/8/2000","-85.9375","38.2480010986328","274","34.365","19.156","0.0068664528","2.21640514694389","0.536581130921292","16.119338436",
"8/9/2000","-85.9375","38.2480010986328","274","37.511","24.759","2.58178824","3.87793804320768","0.492488679537018","23.759097408",
"8/10/2000","-85.9375","38.2480010986328","274","32.453","17.167","0","2.46975481292558","0.488138362760771","27.38030328",
